time,rpm,velocidade,temperatura,combustivel
2025-02-28 16:37:44.348764,None,None,None,None
2025-02-28 16:37:45.361183,None,None,None,None
2025-02-28 16:37:46.368332,None,None,None,None
2025-02-28 16:37:47.375242,None,None,None,None
2025-02-28 16:37:48.382500,None,None,None,None
2025-02-28 16:37:49.389178,None,None,None,None
2025-02-28 16:37:50.395520,None,None,None,None
2025-02-28 16:37:51.401786,None,None,None,None
2025-02-28 16:37:52.407931,None,None,None,None
2025-02-28 16:37:53.414109,None,None,None,None
2025-02-28 16:37:54.420274,None,None,None,None
2025-02-28 16:37:55.426678,None,None,None,None
2025-02-28 16:37:56.432315,None,None,None,None
2025-02-28 16:37:57.438472,None,None,None,None
2025-02-28 16:37:58.445106,None,None,None,None
2025-02-28 16:37:59.451675,None,None,None,None
2025-02-28 16:38:00.457741,None,None,None,None
2025-02-28 16:38:01.463925,None,None,None,None
2025-02-28 16:38:02.470711,None,None,None,None
2025-02-28 16:38:03.476992,None,None,None,None
2025-02-28 16:38:04.483795,None,None,None,None
2025-02-28 16:38:05.490171,None,None,None,None
2025-02-28 16:38:06.496501,None,None,None,None
2025-02-28 16:38:07.502125,None,None,None,None
2025-02-28 16:38:08.508417,None,None,None,None
2025-02-28 16:38:09.513956,None,None,None,None
2025-02-28 16:38:10.519670,None,None,None,None
2025-02-28 16:38:11.527204,None,None,None,None
2025-02-28 16:38:12.534154,None,None,None,None
2025-02-28 16:38:13.541045,None,None,None,None
2025-02-28 16:38:14.546940,None,None,None,None
